date,open,high,low,close,volume,Name
09-05-2021,0.63582,0.697625,0.425706,0.57007,46138063928,DOGE-USD
10-05-2021,0.569687,0.569687,0.421291,0.449964,16514521828,DOGE-USD
11-05-2021,0.450488,0.546651,0.445034,0.495231,14566975476,DOGE-USD
12-05-2021,0.493742,0.519975,0.385376,0.385376,8621337859,DOGE-USD
13-05-2021,0.392176,0.519461,0.357175,0.490374,18663174069,DOGE-USD
14-05-2021,0.48707,0.58969,0.464622,0.559604,20466177002,DOGE-USD
15-05-2021,0.559668,0.562676,0.491299,0.507972,9836892944,DOGE-USD
16-05-2021,0.50791,0.548145,0.451023,0.514895,9541552064,DOGE-USD
17-05-2021,0.513413,0.515221,0.458551,0.487892,7330830504,DOGE-USD
18-05-2021,0.486954,0.515599,0.470384,0.476115,4802902841,DOGE-USD
19-05-2021,0.476435,0.684735,0.218267,0.333123,15072620946,DOGE-USD
20-05-2021,0.330252,0.433192,0.296253,0.400194,12415484460,DOGE-USD
21-05-2021,0.398124,0.411975,0.314766,0.359382,7452862203,DOGE-USD
22-05-2021,0.358717,0.360517,0.318169,0.342371,5243222352,DOGE-USD
23-05-2021,0.342522,0.350863,0.249437,0.308071,7143545371,DOGE-USD
24-05-2021,0.306715,0.371485,0.296291,0.366162,6821088755,DOGE-USD
25-05-2021,0.366041,0.38001,0.323497,0.346302,5544552739,DOGE-USD
26-05-2021,0.346396,0.36592,0.338857,0.353693,3355793260,DOGE-USD
27-05-2021,0.353463,0.353463,0.328144,0.332945,2485942309,DOGE-USD
28-05-2021,0.333651,0.347879,0.301518,0.311205,3289455640,DOGE-USD
29-05-2021,0.311398,0.317919,0.281793,0.30311,2470710737,DOGE-USD
30-05-2021,0.302969,0.310324,0.28768,0.302224,1929947933,DOGE-USD
31-05-2021,0.301949,0.329163,0.29433,0.32581,2440829325,DOGE-USD
01-06-2021,0.325744,0.383079,0.31236,0.370077,5796031087,DOGE-USD
02-06-2021,0.370302,0.44459,0.352588,0.423374,11425588479,DOGE-USD
03-06-2021,0.423739,0.440763,0.378819,0.399963,6809900030,DOGE-USD
04-06-2021,0.400982,0.400982,0.351442,0.376323,5889983048,DOGE-USD
05-06-2021,0.376752,0.393886,0.360488,0.372177,3464039041,DOGE-USD
06-06-2021,0.371676,0.376798,0.367254,0.371807,1836611411,DOGE-USD
07-06-2021,0.371566,0.379678,0.329806,0.33105,3043974994,DOGE-USD
08-06-2021,0.331822,0.341435,0.29666,0.327687,3918487504,DOGE-USD
09-06-2021,0.326423,0.353762,0.313131,0.343331,3154332929,DOGE-USD
10-06-2021,0.343339,0.344529,0.323278,0.326351,2114010549,DOGE-USD
11-06-2021,0.326364,0.333223,0.311502,0.319359,1834446577,DOGE-USD
12-06-2021,0.318893,0.319332,0.301804,0.312084,1605633791,DOGE-USD
13-06-2021,0.312485,0.330026,0.307892,0.324382,1484851447,DOGE-USD
14-06-2021,0.323903,0.336927,0.320087,0.332085,1613812023,DOGE-USD
15-06-2021,0.326785,0.330495,0.316976,0.328381,1687965230,DOGE-USD
16-06-2021,0.320378,0.321393,0.305485,0.307761,1391720788,DOGE-USD
17-06-2021,0.307749,0.314011,0.303316,0.306496,1120766442,DOGE-USD
18-06-2021,0.306428,0.307752,0.280481,0.293472,1846213589,DOGE-USD
19-06-2021,0.293649,0.297803,0.286189,0.287356,1003248258,DOGE-USD
20-06-2021,0.286394,0.289727,0.256467,0.2809,1963503800,DOGE-USD
21-06-2021,0.28066,0.280889,0.166491,0.178691,5640232167,DOGE-USD
22-06-2021,0.178682,0.216122,0.164654,0.191031,5992850344,DOGE-USD
23-06-2021,0.190671,0.24711,0.180979,0.232174,5098674891,DOGE-USD
24-06-2021,0.23497,0.26869,0.222527,0.262782,3844648059,DOGE-USD
25-06-2021,0.26348,0.289145,0.230006,0.239153,5542163262,DOGE-USD
26-06-2021,0.237673,0.255127,0.230972,0.244784,2649457302,DOGE-USD
27-06-2021,0.246045,0.266891,0.240894,0.26445,2167521670,DOGE-USD
28-06-2021,0.264918,0.266982,0.250762,0.256857,1932994784,DOGE-USD
29-06-2021,0.257061,0.27494,0.252988,0.262769,2192562738,DOGE-USD
30-06-2021,0.263417,0.263538,0.238268,0.254215,2047763830,DOGE-USD
01-07-2021,0.253828,0.260092,0.238677,0.244549,2463946548,DOGE-USD
02-07-2021,0.243982,0.247997,0.238848,0.245264,1321470954,DOGE-USD
03-07-2021,0.245106,0.250214,0.242454,0.246411,917015819,DOGE-USD
04-07-2021,0.246425,0.252567,0.243425,0.246483,973511519,DOGE-USD
05-07-2021,0.246419,0.246419,0.227838,0.231614,1267949362,DOGE-USD
06-07-2021,0.231216,0.24191,0.229842,0.234422,1265920169,DOGE-USD
07-07-2021,0.234301,0.237851,0.222576,0.224126,1148903688,DOGE-USD
08-07-2021,0.224383,0.22493,0.202987,0.207597,1789637577,DOGE-USD
09-07-2021,0.207073,0.229139,0.196607,0.219864,3045790264,DOGE-USD
10-07-2021,0.219846,0.227681,0.210745,0.21392,1264519098,DOGE-USD
11-07-2021,0.213887,0.218745,0.210931,0.215856,719870047,DOGE-USD
12-07-2021,0.21601,0.218965,0.204506,0.208048,973602708,DOGE-USD
13-07-2021,0.208009,0.208062,0.198163,0.200003,1035890377,DOGE-USD
14-07-2021,0.199978,0.204483,0.187752,0.197324,1319171299,DOGE-USD
